ID,Yield
ID_9DQB1KQZBTV8,341.81073
ID_CQHWUNCL5PCX,392.83896
ID_J5OEXVDCNB0P,640.1199
ID_RDH6HLOB2U92,238.04167
ID_8TPHQ60JF6EX,431.81592
ID_1PB93FWUQFQB,346.8946
ID_3N976J1OGQLO,666.1049
ID_7KUFT15M92QJ,388.22363
ID_PCCPOOUSGB06,189.63649
ID_3FRDNPVY5FNP,567.218
ID_BK9ZR4TDE7NZ,573.89777
ID_OUWYLUIH2R51,474.04102
ID_L5ZLQMRH6KKF,580.4802
ID_Q4UW4DG55OJW,580.82294
ID_OYF1ASPZJQNP,459.72144
ID_GZUUS62OBWF1,734.42126
ID_KKZDBKDWVPID,289.5795
ID_YCYMKBL2CA1K,381.91428
ID_KHTP23X20T5I,404.9934
ID_PVCGOZWIYCRW,664.95935
ID_32NAED58MFBN,678.673
ID_N20MRZDYH6K2,674.80566
ID_DBTQY3BIX7K1,299.23785
ID_VXHEQJCSAEGO,369.60504
ID_1UBFDMDD35E0,386.0257
ID_UTQLHUO15C6P,869.57166
ID_KUQSQP4UEPNX,678.86365
ID_NG1BV8SLDLT6,262.5726
ID_3WE5BFF4QQ07,366.18216
ID_OJCKZSAW11FT,572.41296
ID_01FMRJ8CZ1B9,338.96713
ID_UFCY75JEV9LT,377.3408
ID_2EZWQR6H2KMD,513.84595
ID_VDBLFDMIL8NG,645.53656
ID_AT56XBOIGQNE,657.02026
ID_AXZDBVR3IUR6,312.56296
ID_2TXCT78Y3PKC,278.8479
ID_VR4Q2KY91Y7I,447.47797
ID_EQO0B00UOJ18,284.77472
ID_80IN0NOG3IGG,267.33102
ID_52G244TD18XX,571.4589
ID_VU2RGX6FV7SG,621.7984
ID_L5TFK1K76NVV,381.38562
ID_9CP641SBWCAY,172.19139
ID_GCL2HBCVD3GT,424.97324
ID_9TSTSM29ITZV,892.7597
ID_L9B0F5XY5C0Q,725.8927
ID_CB1C6HBQXD06,397.97455
ID_HKJ98YOILTWN,918.45404
ID_5TPFAMIJT35T,647.7283
ID_17C2BIFXGXAB,379.61884
ID_ZY0FDD05Q344,293.11755
ID_XXKL2UKB6T7P,886.85516
ID_RMQ5T81PW81J,612.55066
ID_I1KFYFIUMBBQ,553.3892
ID_1C1WGJ4TLP0X,191.84038
ID_E5OL8AHYNIRQ,601.96643
ID_XKJ6NPCU23KQ,449.93152
ID_H2LK19RTKLBN,347.34903
ID_8SXD7K2XR4Y2,272.94574
ID_R6PS7QO3TIP3,617.71094
ID_7Z26WTZTG1EE,253.85283
ID_NVW1KES21JE6,633.50275
ID_KZQ5Q7QITN1J,597.2379
ID_0GK554F5HSPQ,893.5426
ID_CA5E6O3YBPYR,256.56097
ID_NTRTGR2IP7JQ,655.6477
ID_062VNY633NVW,601.19604
ID_465NN80WHNMI,363.61728
ID_T52DNN3DYVA2,297.5161
ID_CM0W1BO8Z7YV,418.78415
ID_YV087R41HIW6,422.56937
ID_VT6TAOGORN0T,779.8885
ID_030L0XB0GEPB,274.22714
ID_YECW50OR7NEH,287.36746
ID_5W7NWNYH7DA2,249.22922
ID_I2AKJ4TGA3JS,390.89047
ID_LMSXY4W2OCHC,386.2497
ID_W1EWJ1KHVFWL,630.6468
ID_3ABZTY079K5J,975.5064
ID_4PEE9P8ISN4T,1011.5397
ID_DZD2PTXBQ36C,152.89958
ID_VRDCKGL60J4S,889.8545
ID_W300Q133BITD,175.18312
ID_BGPCJWWGLRAD,849.64026
ID_2VD5AHGUA8FZ,242.85309
ID_N2YHCFW8BCW1,279.4523
ID_KD26RV3Q4Z8G,392.17392
ID_B4L9RE7NMY7S,597.4388
ID_BN9X6GP81HB7,256.47327
ID_Y6GNK64VJEAR,319.63525
ID_PE586K2WC823,304.87152
ID_WL15S18OVHW9,889.7263
ID_5R6L97XFBM4P,629.6756
ID_55YCU1CHAZYU,561.98645
ID_WNGH3FP6KNWH,764.6406
ID_9JR09YWTJIPX,687.1392
ID_870NP4IDB2WF,385.28128
ID_X6ZCELIES4N3,681.20087
ID_S0Z4WELW3RKE,654.9953
ID_I1M86V2XW3NU,617.7818
ID_PR25E8LGMX5C,355.29517
ID_5RGXU5KZER2O,783.56396
ID_N3OWXZ0A4PQ2,622.8141
ID_BUYPSV8J9VX4,748.015
ID_ZLJBGWFNKT3F,594.6614
ID_E3U792EGWSOZ,125.226555
ID_KQE4T2DIGF73,305.40567
ID_FIOW6R8A6TD9,829.6846
ID_6NHV395NXUMO,622.1446
ID_DLLQTLGA5BZ7,215.44533
ID_12090DS3ONFO,316.5012
ID_84WRYZXSNB5W,237.82759
ID_5IHINMMQ33HN,669.60254
ID_Q3TSBO3V5MV0,652.92554
ID_ADC7FBDIRB67,386.3303
ID_YFVLB2MLINSA,595.52704
ID_0M2B2IU08JHG,579.12054
ID_V9K16K3JJ64W,146.938
ID_T0APDRNZ2PUP,676.98047
ID_UD6Y4DW52N30,433.6992
ID_CPN4N1LLQUYZ,253.62398
ID_NBZ50NSHWKX4,478.67242
ID_JOBTZIGNUJYW,138.42801
ID_QIXJYAUTNLGR,431.00235
ID_AX9K1UFBM90G,177.46962
ID_FDDURNIJQYRF,431.62192
ID_LVNQ4RR7Z5M9,600.34186
ID_UYQMXTUWGEX3,299.6267
ID_GXYT79NRDUCC,326.98123
ID_9GC9RL0156TI,620.2917
ID_65R1QHRZPXV4,196.2037
ID_61D172EINVHM,245.74771
ID_YTRIQ7CPL06G,323.38205
ID_SWBH0D832EJH,429.4224
ID_JI6G3OYFQJKY,390.47305
ID_D2P1PLCDCW6C,654.0812
ID_4HZATY2UQP7J,586.29114
ID_I13HAXROQ8ZI,596.1232
ID_EBWZ4DITBMRT,794.043
ID_46V1XAD0HNM4,208.0716
ID_7F0Y5BH75MA1,342.50598
ID_8KDNAENIPD6O,287.6186
ID_31557CM50TT0,163.65819
ID_1H73ZV2DGAJS,619.7607
ID_MQBQ7Y3DAME9,562.03296
ID_FABZ5F40A430,730.72003
ID_ARH65MSJKMXQ,343.59903
ID_NZAYF5EC84XF,736.4599
ID_8KTFQU943U8U,634.35913
ID_HOOPMK98RDVW,585.6442
ID_6NKRHFXDAL2W,219.27383
ID_3Y0E2QZSY8BE,400.40887
ID_7RBTQWOKF593,213.40472
ID_G32EHA5H8KCH,87.871735
ID_FP8GAONCAYON,219.87859
ID_Q1YRG5JLSL51,654.53766
ID_LUEHBMKN3WSS,383.62964
ID_8CR2PDGM6RTS,666.88306
ID_UISG39MBLWG7,434.2451
ID_ZFX52PINM9TI,251.80931
ID_AV8EYUEUUBVA,158.25021
ID_LDK0UP6ZOTQS,633.9495
ID_Y71AZZAYF00N,321.63083
ID_IAA19P3EN9DF,345.42972
ID_M8ZJ8397H56M,710.6067
ID_2LVL6QWBY48W,787.2103
ID_66A871THV43V,592.80255
ID_K9CFTOS3JA2N,354.67172
ID_SN7U1P14V2N3,436.7435
ID_68RW49FF7NF2,473.92764
ID_1BYE6Z8W58NR,328.18027
ID_DGIYN4VXFWW3,355.17798
ID_I13X0T9TWG4N,601.58203
ID_7HE2NP9ZDI7E,490.16055
ID_PKX1BWJLKKF1,477.08698
ID_FGCBRPH417HI,175.93404
ID_XZHCQ2UL7EQB,588.3822
ID_3F60G7BTKL3E,405.95938
ID_X8UKDAZNQLE5,197.9551
ID_WF21DZJQ0MEZ,415.73886
ID_2JORBK01S76Z,331.53482
ID_N40FQ79VCRBZ,392.4172
ID_GTLFKV861ATM,395.23633
ID_27Y0YW3K0RMP,446.4212
ID_WV5M56G6J46P,404.0152
ID_2A6AX6F5M2R3,183.0645
ID_O1WA343Z0Y3Q,345.74164
ID_5RO8TLZHVZ4U,290.05838
ID_WNL0HEE8FNAX,621.6283
ID_KRAHFXWUE34U,536.5093
ID_B0BZ87T7Z4G1,516.2394
ID_EF8RZ2A57MOF,313.76575
ID_CKZAYHVYDNOH,300.401
ID_24T2915PUUBL,616.6723
ID_9N44D14F4Z9S,829.0139
ID_4QI2PK16L4W8,319.85983
ID_5GSE1ZV2KZ36,379.34625
ID_30MYYJ3CGU71,196.61629
ID_R0ZZ2K2C4IFQ,261.72363
ID_SRSO7ZIVRHMS,582.7544
ID_ADMXQ913LY99,321.41843
ID_PS7YQR14G3Y3,672.48145
ID_MZEO9V8999MJ,1158.436
ID_LUGALDGQDU2C,348.88712
ID_6E0LFWNRDDBC,505.98398
ID_BH392O5O9YIJ,318.0529
ID_VP4R17PGR7PT,693.6532
ID_Z584MTBFZM57,192.74306
ID_FMP63TJMIYD2,269.4692
ID_0VVXHZNBFV7K,513.27295
ID_R3G02LS8GNA9,262.33722
ID_Y3HXNR6C9VPN,268.14352
ID_P2EI5WTDARVB,473.12912
ID_J81U1U9GRXMM,222.4862
ID_RUJ2JWO1H36Q,656.3301
ID_D7KZIKGDA5TC,409.67566
ID_IXZVPO7I6GFT,442.04196
ID_DYEIPGE8LAWB,1106.0024
ID_YFXPGWLIF1JG,473.5572
ID_M06RJHKBWY49,352.59894
ID_9AQXDJAJZEKV,460.96365
ID_W8K9BX9LC95X,726.1544
ID_QI5ZUDAWIO6B,519.4192
ID_UAUMCZMYYG50,600.93915
ID_MB0FWEMQZIS3,385.0558
ID_I3VLDTUXI8OU,591.108
ID_FL43EATDHM0N,418.68878
ID_F8IKOUJWBLAS,367.62872
ID_MY6O19NPIVK6,779.8309
ID_XIRL5AT0PRFF,296.80872
ID_V770RBDE6Q4Y,434.4903
ID_0PZHH6TLV3CA,248.58203
ID_VWY9TZXSBA2I,371.02136
ID_0IMHIJVZNH4F,471.83682
ID_J9R0XLLUEYV5,648.57135
ID_SXO3TLUQS06B,476.60626
ID_IIFWSOZJ87T8,277.042
ID_003IQ6P16IU6,630.2882
ID_8A4XDDFF9KES,578.75134
ID_ZADQ4EOPXZ5X,619.317
ID_T3BJIT95VAK6,655.6244
ID_9JBVPAY5SWE5,276.78143
ID_H69MYTOAOWGW,914.1224
ID_KX131MVNIQYK,127.06554
ID_9TBIA2TY51SN,442.5535
ID_LSJ9Z973V7HY,271.82425
ID_1V7154B52Q1R,573.253
ID_61T1B66LGY96,728.08905
ID_6OMUQ7RGG9PB,209.29774
ID_UOP0YIGOD0C9,619.6435
ID_FUEPC3I8AGM6,311.7172
ID_9DZ2XHHCILE0,358.99417
ID_K31RQKN5YZGQ,225.1057
ID_5ONQKXWCPAYW,344.64178
ID_WTFWWIHRP8QJ,180.7376
ID_1DB4QAC6FY9E,136.06044
ID_JTN33DQWNP8S,362.78534
ID_URGC9CNXA7X5,369.39386
ID_TLCVMIUVHIDA,608.09106
ID_TUK3UTUY685M,341.33838
ID_C3CXY15NEROI,625.23236
ID_HLKXLS0FWIO3,348.76276
ID_3KYOCLW494ZU,601.7694
ID_ANAMG2154VTI,879.6178
ID_RZYTYJZGW8V1,660.57336
ID_U0TE2JB46YOT,1038.2031
ID_033YEZI2YTMN,351.66214
ID_M5MUL0OYJ521,367.32404
ID_GLNNBNCO2ZJT,327.65637
ID_5D0G39C74311,192.97345
ID_76NPV6TK8935,576.86676
ID_ZBDU7B15DZ06,657.63477
ID_7ZY916L3IR3J,551.5051
ID_NT49YSFTD1RL,167.3041
ID_JO5LMUSPDOE5,483.2011
ID_20WSYTHON01Q,137.9994
ID_29VL60799V4G,602.1656
ID_LWOVH2BGMAXM,542.55286
ID_U40UK9R0U769,727.629
ID_GLMWDVQ0ZBSS,492.79758
ID_H9WPOE6GENMJ,419.27658
ID_D777FHIP8F1R,604.615
ID_UE7JO485SVK6,186.71794
ID_KMUR984JCI6C,233.0444
ID_5UB63IBXG3O1,420.76862
ID_IP1S04YTUGT1,953.6229
ID_UJAKLBHMJ3YD,654.0718
ID_W4V2VRY6V3ZG,222.00528
ID_UPWIMZ9NKMFX,648.4013
ID_TVYVXPBGSFUC,251.08563
ID_8WEKEFRVWLHJ,577.5173
ID_9RLCRH7Q0PXK,300.27576
ID_02G01CVY8X2H,293.51697
ID_KE5BLNSCOGKB,659.28784
ID_9JNMULI0HP0P,770.4032
ID_B8OSQ43TMBSR,628.10846
ID_PZWWJKYN923K,666.4374
ID_834BS53CZ6LC,345.76813
ID_5BMWFG250JV4,566.41437
ID_LM22RNI83BJM,672.84357
ID_JQS59EY819HO,221.72148
ID_E43X5ED6NLU1,296.80872
ID_8UZSHKU5UT2V,698.35925
ID_DJ50AHYEIPZ0,725.4813
ID_R4NIIOESVN7T,597.13354
ID_YKL207W57L0U,278.62024
ID_12P6RU298F9N,388.03284
ID_IZ6WTP5Z17WN,631.37683
ID_NZMFMBIC4FNF,254.7941
ID_JLTDB0VTB0E7,298.64893
ID_17SQTC2HLKAE,456.0778
ID_I1X7CIDBKXZQ,276.85962
ID_PSSACU4V0O6O,611.0815
ID_V4HUIJ6F76SW,470.5656
ID_8COHYHKML3JP,657.02026
ID_JN4AX2B2C50G,182.59386
ID_TMJ0OO9Q2WOJ,929.0849
ID_C95LNL1M8H2N,589.9498
ID_RVPLXJ5UWB6O,270.96924
ID_TV9CCKV6IGN5,879.2971
ID_K19V3I8YE12K,311.3607
ID_KGXUKFH4Y7YO,416.35812
ID_WJSH3NU9GIQB,146.45416
ID_EQZ7H1WA78OS,182.96028
ID_1MKAKRVW5T92,198.98946
ID_PZFWOHDEYNGN,451.9765
ID_725LTZ95U1E1,576.123
ID_THK0MEQMKDUT,822.55035
ID_RTQ01NMMKXYA,622.2567
ID_8B19FL2AJ194,277.0037
ID_D6RNJ17OIWWY,659.9289
ID_HUGK2Y59U7KJ,681.2185
ID_KWIMK8AMZF5A,660.3319
ID_UURMSVZDKKSF,639.6392
ID_2R9G9PQSADOM,335.16025
ID_BI9UDH99U450,225.23174
ID_7ODW5MXTDNCG,646.7694
ID_HWJ9WKS3IB5J,400.61874
ID_JGO7PWMYOMUB,561.4863
ID_MCQSOIZ5BXGC,204.87297
ID_J0X3K8DOSPYN,550.4941
ID_VGQJ4WYJJBAT,285.31796
ID_FHRVJDWVEWZK,459.7278
ID_YFDZZ7FAT8H7,627.55096
ID_ZW6ZATUAC5CC,353.14764
ID_W0BWKL5E7PYH,725.6907
ID_9DJGFL3PX533,503.9014
ID_NYXDVDMQO20V,641.0924
ID_J9R96PPZPO32,756.9226
ID_03SHDKQD95XF,213.1602
ID_9UYFG0NC9QTM,693.1648
ID_PR26C0RSQ89H,571.90515
ID_KOOC7HGDZA0H,649.873
ID_218WMH65G8WU,624.43884
ID_PRAU2EMQM87U,454.95737
ID_D6ZOJRHT0A7H,401.65298
ID_CITJ0RJ9ZAOC,608.5625
ID_TP5RXW7QXP2O,824.46277
ID_AZNDXJTYSGDF,327.75317
ID_78WJNL0RRA6U,558.9388
ID_TM6VWF7REIS6,927.1716
ID_X3TVNO4XNHN5,630.4983
ID_3TDSR1D7HQ8T,577.60944
ID_82ZSQZQGLY1Y,376.7879
ID_8OKP01595X94,293.05194
ID_2OKINRRT0XL1,796.2657
ID_DA98EJU0NT76,673.76776
ID_V17R17KYCDG3,527.018
ID_OM42UEJQR618,218.34593
ID_646D2KBLNLC2,253.20067
ID_9RU7QWS0WIDP,645.33954
ID_PFFCHUW5O67L,450.24615
ID_ZSV9TC0UW5CK,319.0073
ID_MSYLCULH22KD,455.25287
ID_6ZA9ROTCTCTY,402.45303
ID_L0J7MCL12NR4,363.93854
ID_SCDUXWEDL6C6,632.61633
ID_7QHVYN5YJYAP,285.2415
ID_AUT5E4W1IF34,865.8114
ID_7JO0TQWT9W8K,324.73935
ID_3UUBOUNG1CH8,213.8695
ID_4Z5JFK9VF762,314.33798
ID_3Z9LB1PGHP96,627.2086
ID_D0X7IDGN74GR,291.28445
ID_BBY6G4GET31C,1143.27
ID_PT5LBK4XRS89,427.72736
ID_Z6A67N4N3KEJ,141.25145
ID_Y6D7U7R1ULMA,300.401
ID_WQOUU960NDO4,179.46184
ID_XC7PSRE6WWFP,375.08182
ID_VF7NABSVT35U,542.68353
ID_25MZL6HIS26M,715.9461
ID_D86BC6U7FA2J,615.8414
ID_F4KMTFROJWL2,320.0452
ID_QK4YHF5UETBQ,308.5607
ID_XPAHSEI49TYN,989.6754
ID_69F6K475WX7V,126.18249
ID_9WS9F7Z1CE3M,308.13635
ID_XJC8VVXC9TBX,528.2017
ID_CD5QDTLLZUPT,254.0351
ID_O80J4RH6LVDS,662.3828
ID_KWSKN3HTLPK2,136.88757
ID_5SKHT6NDFHJR,211.18034
ID_KPQYKBZGK6Q4,372.7266
ID_866ACQHJ1632,326.41302
ID_WX844ME5IT0M,237.25346
ID_AWNJ1KEP1QK1,996.28296
ID_16ZJ7XNWB9ES,535.9385
ID_2NKYXQYFQQRX,425.07156
ID_DDQYDSPF4BXY,640.6781
ID_1KBQ8Z8QZOL3,454.58356
ID_GJO67I9XF6AK,635.32245
ID_PCOF5INSVXM2,441.07538
ID_W5GMROHJ01RZ,300.80402
ID_WD6GCHMOFFZK,266.53275
ID_GF3NQ1FP4MXO,729.68036
ID_FBQI3IPLIAAZ,304.67267
ID_BKRCXGDJI2ZU,483.8047
ID_WC5O6CA49JCT,306.7314
ID_TC771F4NXFD3,634.4967
ID_HQAI0KUSI7FX,639.17596
ID_E22MKA5X1C38,392.26135
ID_P4TXP8UNLQ5F,150.6192
ID_7VFK2TR4EHCU,372.21866
ID_XIMWJDO2J9S2,173.14374
ID_1SFZQ86IVMCZ,657.02026
ID_XNSVNT862EIR,849.4586
ID_KEULJBL0QMMA,468.5088
ID_GEAJ29CHENIM,417.3572
ID_XDHNQQ1BMP4K,270.61588
ID_ZG8Y74HTDSKI,136.87914
ID_VUYOGM0KIABM,1120.3069
ID_U4XH4UTLQ5EO,342.78082
ID_M1TT1PZJYQX3,384.54602
ID_DO1SCI0NAS39,617.21857
ID_PP2CV6NRSO3K,264.4998
ID_6F4A688829M0,842.71643
ID_67C7XJW5Z9AP,422.5262
ID_G9GXUSA0IV0D,216.71596
ID_0G0WQUKBXG47,339.07748
ID_6EWF22XJX21H,609.92065
ID_UIL7S6F6IKE8,334.55182
ID_O55OOUDQOKBE,1079.6573
ID_OKZW0FT04KAU,177.07008
ID_5QCE458KP8MH,368.3457
ID_K1MX59GNDLA3,598.0037
ID_XEAANBI4M6MP,637.53705
ID_7K7V374NL5QU,231.8846
ID_Q73O4J7PYNLD,843.0808
ID_8X79S7L9FWUS,353.32648
ID_M97TRZBEVI0V,239.28705
ID_U9TU5QRVSIKV,611.0611
ID_PQPZ0AVV5HTH,658.8061
ID_1L6LU32N1HFC,167.3041
ID_UBZ21YSSVE0A,599.8231
ID_TFXFZIX00RA7,792.4711
ID_32CMCT5XS364,427.79254
ID_E95XC4DYH26Y,127.26036
ID_S8ENYM45UWSC,906.6411
ID_PU514SH6TUVR,190.65451
ID_RVEWUGCXQCNS,328.95807
ID_BG6I25RU4JV3,463.18124
ID_RNDBVA4NU0LW,425.90668
ID_H1GVVG7EF7WE,357.92642
ID_4VG5G0IN38WK,181.53722
ID_LI1DHO8DO7WH,191.7401
ID_K9IUCGCTABHD,518.2281
ID_COWCI2PI2LF9,202.77473
ID_0QE8PUWQKHFZ,614.38654
ID_MT3EUT7AX265,317.6526
ID_T69R1A784TNY,841.75
ID_N4FRZ8SPSN61,282.3514
ID_DFIMHTLXA82W,653.099
ID_BI4VNVU7JAXF,702.1243
ID_6C9EUI1CKTQY,828.4009
ID_V7R0PZU27LD7,398.42975
ID_NXHSZUCHTMO8,600.61285
ID_PSSPKF9A2USI,615.9628
ID_M9XZ0NNGCXJE,275.5607
ID_3BJCEQIRMQTP,390.72433
ID_EWS2TOD7IJZI,642.2607
ID_4N61JMVTUKQ5,312.53656
ID_B5NBU4COPYXW,378.3597
ID_ZS7CIFJ5G37Q,976.2368
ID_X4E6NMBKJLQT,93.637184
ID_1OH68E5CL3NC,667.0785
ID_DNSUBE5MRZR8,819.4701
ID_GHVXO83MCL6I,510.9385
ID_CQ0FBB1L5EY3,364.8027
ID_9PEPYSUTV8XP,625.38336
ID_CH40371WNU45,384.23645
ID_KREBTUJY9PUQ,322.28503
ID_AH2DHFW5Y7VZ,590.54767
ID_O2YSLD8B37UI,408.97714
ID_CGJLQRDMQGPI,444.88626
ID_ZIH4810LD2X4,455.91086
ID_1GUQ67PJHO6G,167.3041
ID_YO7NKY9DFON2,998.3045
ID_H8DG3XXT4R3S,406.9838
ID_FD43UJOLYMFB,277.84097
ID_BQ8JTW0GEMB4,479.2314
ID_RA7TSCPF1HBL,466.05627
ID_HMSUJ88077KV,325.10132
ID_2K6CE567GZ7D,379.03967
ID_J0UYQQWYJDJ3,686.6249
ID_42YO171TPVHZ,599.48193
ID_KMFDQQYDBS4X,441.64572
ID_EKKF7GLOX3SD,393.31378
ID_NA6TYX9PY21I,582.15436
ID_PA459A9AES6D,915.878
ID_ZHJ35MUIKDGT,624.42194
ID_2KS148FT28VY,654.52356
ID_ZP3Y1EOLD1XT,340.56033
ID_M202WZ18JHLM,581.20856
ID_O3CUG423MY9H,810.26825
ID_JK4O5BTLDHTX,152.2485
ID_69E0GNTDT1LF,931.2433
ID_RN3RLK50ETXN,631.1221
ID_PJ3QBFDFCBUV,215.90555
ID_WRU2ZQEZZA2A,895.5878
ID_261VC80CL904,282.53577
ID_3PR5200O44QG,872.1058
ID_V315713I7M9M,446.54416
ID_WCBVJ74XU15K,510.22467
ID_ZXT4WUZLCMVH,333.23926
ID_GDU9BX84VUVE,937.8326
ID_5JB3YMBM4T6O,295.9652
ID_KBAPVR46VC22,701.1108
ID_4IXICKTIPPLU,654.69257
ID_AM94QK241VPE,829.8639
ID_W12HOWGGSMS8,120.12674
ID_Q1G32KADTS51,306.8261
ID_V3JIA4P4668B,633.1013
ID_Y86K83ZPC3T4,387.08795
ID_K6M588093ONJ,368.3457
ID_8QKXNKEAI8U8,108.32972
ID_X7PUGW9NI1FI,370.62665
ID_VTIQSDY0X1FD,390.9223
ID_4VC1K7FA4J17,320.6367
ID_3GCDF7RV12BF,632.4466
ID_PSLVQKNWEZ0N,275.03516
ID_IGCX54TFOFX9,353.42502
ID_1SZ0EPKMQJ3L,381.8782
ID_RRLAI5EB891O,814.6402
ID_ATRY9VIAPNBP,283.38632
ID_5LIP4CV5CHJ0,586.9055
ID_ONHO680NIUHR,501.37894
ID_VTRB9ZYY4VI0,677.1726
ID_JAE3UP8KOYFO,335.5543
ID_I02Z7U56HMOO,452.955
ID_RFXD3G5UO06W,835.1242
ID_1SQXKIK51IGW,276.5219
ID_T5UXJ5RC7PUZ,621.3053
ID_JM7G4MGZXPA4,471.33636
ID_6FF2BX4HPOG7,243.44878
ID_8UTWWHXEL9R5,567.256
ID_3YJH7Z2OWJED,625.1851
ID_4BVYTNKO9YLK,734.42126
ID_KNDRB17VJJHN,228.76819
ID_PL3IRYM11FGQ,654.7859
ID_33QXHWS7FFUE,635.0704
ID_2J04B9UGSZMQ,621.49255
ID_ZJV6QMH0E1S2,640.8066
ID_3SY7ARGY3QVX,787.8221
ID_KIAVLFCA0QAB,208.05785
ID_Q4EJVPZEZXGI,476.10013
ID_65605390LAS9,645.1877
ID_Y104K9OC8UGE,576.1431
ID_3K6WOEPF2FP8,569.9373
ID_LS72BPM71SR7,393.83844
ID_Y7TIOX2MBVN1,230.84804
ID_JM80BY34TODO,422.9266
ID_2WAZFPTIJ1OA,402.09174
ID_T9YY5C8C1CBO,461.81287
ID_UPRSY14003PO,410.0002
ID_7XOLQOXF8MQB,329.4826
ID_I32E35Q5PL6J,658.6255
ID_22FO3O040DBN,479.32474
ID_2UXKSAJOCCUC,423.33734
ID_5GUT0JCPY47C,561.3267
ID_LID7SSDMXCW6,159.97424
ID_WCWCOJH95NFM,262.01334
ID_4DWQ8EGOZF76,424.7593
ID_SJE53PFBNDY4,550.894
ID_MUP7H5EUQUYW,598.96405
ID_2G8S8FICGX1F,582.91583
ID_T6X2E4LGICKT,266.70532
ID_2NBITHH2CMR2,575.1849
ID_IXO2IO18FTPN,602.9629
ID_35RBHZZG2K9S,608.59314
ID_5X3KT9OXDOCL,578.0327
ID_EXX5T31QH9U4,577.50934
ID_LSZRIL56T47Z,611.55725
ID_5ALLBTPE63BZ,440.9465
ID_ZRT3VO9XJTOJ,423.44418
ID_IVZNV00VK1WF,111.14638
ID_STJDVR9FV5ZK,659.36346
ID_MUL2I0PV3WXF,554.821
ID_350HG62PKSV9,257.44244
ID_CFU1OS0WRIF1,430.83517
ID_E2X9RKRER7VN,370.46432
ID_FAXPVHA3GBDX,685.24927
ID_U20QSSM0WQCL,426.22308
ID_8STN6IQK6GRH,152.9246
ID_RRV0JV74KLEG,618.22235
ID_SV90TJDKZDBO,827.3893
ID_VG3DNKAC70DB,376.50928
ID_N6VEVLWM0JUZ,587.3874
ID_R6EAOP7SKH4P,736.9003
ID_WY1E27L1SF3F,567.546
ID_S6Y3EIMQPINY,442.87506
ID_C6FGW58XYOOC,164.5169
ID_66ZQIE06VO23,626.00433
ID_OQGZLQDASMAM,214.38931
ID_O0VXS8F7E71M,218.71622
ID_RYWO2W04NGOQ,604.36914
ID_UQJV4MFOR1M5,322.88794
ID_4RF26BVNXYCE,1033.0284
ID_97BLKV6Q0HEL,805.05804
ID_UBBEFJS5I0QH,194.90337
ID_1O85NFRVJWEG,539.4567
ID_IMHZWDBK0ADL,281.70786
ID_YP71ZG5HZP4L,595.6311
ID_EQYXNVKPIZ8S,317.8782
ID_IUMZ7HN2JIIN,628.1364
ID_TEYADZ461KBT,659.69403
ID_WBKUDZP701N9,443.08923
ID_QREVEZ4H807A,123.31641
ID_1FI6VLAJHF5I,901.54224
ID_AGYQKZWO32LL,654.5323
ID_2AWB54BA84ZT,452.4801
ID_HT3K0J78M9RG,605.2706
ID_1Y0O3Y0QYTJS,501.73105
ID_ZKH62QGNMI1V,194.5151
ID_BJVKX6P2LOVK,630.3984
ID_RJG2AH2AUIN8,340.46548
ID_C1YRVYTDHBCI,352.50357
ID_1TJKPVFP9B3X,251.13104
ID_ENTHBKNB4R99,448.84415
ID_TY66I8PV70BN,247.68251
ID_6MMECMX3B728,649.4155
ID_GZ9YGWCLLMKN,388.73938
ID_01YVA2LJVYBR,180.47609
ID_YQRL2IOUU4SZ,381.91428
ID_VAX2N8ELPEZE,317.74695
